customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn,gender_encoded,Partner_encoded,Dependents_encoded,PhoneService_encoded,PaperlessBilling_encoded,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charges_mensuelles_fcfa,charges_totales_fcfa,region,forfait,prix_forfait_fcfa,satisfaction_score,segment
4538-WNTMJ,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,1165.9,No,0,0,1,1,1,0,False,True,True,False,False,False,True,14970,699540,Plateau,Fibre-10Mbps,15000,5,VIP (>36m)
3334-CTHOL,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,Yes,1,0,0,0,1,1,False,False,False,False,False,False,False,29970,29970,Yopougon,Fibre-25Mbps,25000,3,Nouveau (<6m)
4704-ERYFC,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,1554.0,Yes,1,0,1,0,1,1,True,False,False,False,False,True,False,41550,932400,Abidjan-Nord,Fibre-50Mbps,40000,1,Fidele (18-36m)
9432-RUVSL,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,No,0,0,0,0,1,1,True,False,False,True,True,False,False,61500,2942550,Abidjan-Nord,Fibre-100Mbps,75000,5,VIP (>36m)
8060-HIWJJ,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,No,0,1,0,0,1,0,False,False,False,True,True,False,False,51930,3379530,Yamoussoukro,Fibre-100Mbps,75000,5,VIP (>36m)
7684-XSZIY,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,No,0,1,1,1,1,0,False,True,False,True,False,False,False,14580,985950,Plateau,Fibre-10Mbps,15000,4,VIP (>36m)
9089-UOWJG,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,No,0,0,1,1,1,1,False,False,False,False,True,False,False,35010,444330,Marcory,Fibre-25Mbps,25000,4,Actif (6-18m)
8621-MNIHH,Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,Yes,1,0,1,0,1,1,True,False,False,False,False,True,False,56550,1930530,Cocody,Fibre-100Mbps,75000,3,Fidele (18-36m)
8039-ACLPL,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,4888.2,No,0,0,1,1,1,0,False,False,False,True,True,False,False,41250,2932920,Cocody,Fibre-50Mbps,40000,4,VIP (>36m)
9885-AIBVB,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,2440.25,No,0,1,1,0,1,1,True,False,False,False,False,True,False,51480,1464150,Abidjan-Nord,Fibre-100Mbps,75000,5,Fidele (18-36m)
1934-MKPXS,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,620.55,No,0,1,1,1,1,0,False,True,True,False,True,False,False,12060,372330,Bouake,Fibre-10Mbps,15000,4,Fidele (18-36m)
2592-YKDIF,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,No,0,0,0,0,1,0,False,True,False,False,False,False,True,12210,12210,Treichville,Fibre-10Mbps,15000,5,Nouveau (<6m)
2272-JKMSI,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,6840.95,No,0,0,1,1,1,1,True,False,True,False,False,True,False,66480,4104570,Bouake,Fibre-100Mbps,75000,3,VIP (>36m)
0471-LVHGK,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,3001.2,Yes,1,1,1,0,1,1,False,False,True,False,False,True,False,43800,1800720,Plateau,Fibre-50Mbps,40000,3,VIP (>36m)
9518-RWHZL,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,Yes,1,0,0,0,1,1,True,False,True,False,True,False,False,60030,3752520,Abidjan-Sud,Fibre-100Mbps,75000,3,VIP (>36m)
8714-CTZJW,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,319.6,No,0,0,0,0,1,1,True,False,False,False,True,False,False,49710,191760,Marcory,Fibre-50Mbps,40000,4,Nouveau (<6m)
3569-EDBPQ,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,No,0,0,0,0,1,1,True,False,False,False,False,True,False,50610,1162830,Yopougon,Fibre-50Mbps,40000,4,Fidele (18-36m)
3131-NWVFJ,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,294.5,No,0,0,1,1,1,0,False,True,True,False,False,False,True,11730,176700,Yopougon,Fibre-10Mbps,15000,4,Actif (6-18m)
7521-YXVZY,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.3,No,0,1,0,1,1,0,False,True,False,False,False,False,True,11970,34980,Abidjan-Sud,Fibre-10Mbps,15000,4,Nouveau (<6m)
5419-CONWX,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,Yes,1,0,0,0,1,1,True,False,False,False,True,False,False,59880,265710,Cocody,Fibre-100Mbps,75000,2,Nouveau (<6m)
6240-EURKS,Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,553.0,Yes,1,0,0,1,0,1,False,False,False,False,False,True,False,21000,331800,Abidjan-Nord,Fibre-10Mbps,15000,3,Actif (6-18m)
2373-NTKOD,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,No,0,1,0,0,1,1,False,False,False,False,False,True,False,39750,327870,Marcory,Fibre-50Mbps,40000,3,Actif (6-18m)
1970-KKFWL,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,797.1,No,0,0,0,0,1,0,False,True,False,True,False,False,False,13980,478260,Cocody,Fibre-10Mbps,15000,5,Fidele (18-36m)
6960-HVYXR,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,Yes,1,0,0,0,1,0,True,False,False,False,False,True,False,45600,45600,Cocody,Fibre-50Mbps,40000,1,Nouveau (<6m)
9337-SRRNI,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,No,0,1,0,1,1,1,False,True,False,True,True,False,False,15180,1004280,Cocody,Fibre-10Mbps,15000,4,VIP (>36m)
0895-UADGO,Male,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,No,0,1,0,1,0,1,False,False,False,True,False,False,True,26730,206070,Yopougon,Fibre-25Mbps,25000,4,Actif (6-18m)
5678-VFNEQ,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,No,0,0,1,0,1,1,True,False,True,False,True,False,False,62460,4447350,San-Pedro,Fibre-100Mbps,75000,3,VIP (>36m)
5977-CKHON,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,No,0,0,1,1,1,1,True,False,False,False,False,False,False,55530,2423400,Cocody,Fibre-100Mbps,75000,5,VIP (>36m)
7024-OHCCK,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,Yes,1,0,0,0,1,1,True,False,False,False,False,True,False,56310,102510,Abidjan-Nord,Fibre-100Mbps,75000,3,Nouveau (<6m)
2692-BUCFV,Male,1,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,No,0,1,0,0,1,1,True,False,False,False,False,False,False,60870,1769160,Cocody,Fibre-100Mbps,75000,5,Fidele (18-36m)
7861-UVUFT,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,Yes,1,0,1,0,1,1,True,False,False,False,False,True,False,50580,785040,Abidjan-Sud,Fibre-50Mbps,40000,3,Actif (6-18m)
1830-GGFNM,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,6078.75,No,0,1,1,1,1,0,True,False,False,True,True,False,False,56730,3647250,Abidjan-Sud,Fibre-100Mbps,75000,4,VIP (>36m)
5302-BDJNT,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3418.2,No,0,1,0,0,1,0,True,False,False,False,False,True,False,57300,2050920,Abidjan-Sud,Fibre-100Mbps,75000,3,Fidele (18-36m)
5223-UZAVK,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,No,0,1,0,0,1,1,True,False,True,False,True,False,False,60180,3962280,Cocody,Fibre-100Mbps,75000,3,VIP (>36m)
4859-ZSRDZ,Female,0,Yes,Yes,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,No,0,0,1,1,0,1,False,False,False,True,True,False,False,33300,1900140,Marcory,Fibre-25Mbps,25000,4,VIP (>36m)
5651-WYIPH,Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,No,0,0,0,0,1,1,False,False,False,False,True,False,False,29910,519450,Plateau,Fibre-25Mbps,25000,4,Actif (6-18m)
9350-VLHMB,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,No,0,1,1,1,1,1,True,False,False,False,False,False,False,53730,3823860,Plateau,Fibre-100Mbps,75000,5,VIP (>36m)
3498-LZGQZ,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.15,1177.05,No,0,1,1,1,1,1,False,True,False,True,False,False,True,11490,706230,Bouake,Fibre-10Mbps,15000,4,VIP (>36m)
8785-CJSHH,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,No,0,0,1,0,1,1,True,False,False,False,False,True,False,59880,3591450,Cocody,Fibre-100Mbps,75000,4,VIP (>36m)
5357-TZHPP,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,Yes,1,1,0,0,1,1,True,False,False,False,True,False,False,50640,439500,Cocody,Fibre-50Mbps,40000,1,Actif (6-18m)
3870-SPZSI,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,7869.05,No,0,0,1,1,1,1,True,False,False,True,True,False,False,67830,4721430,Treichville,Fibre-100Mbps,75000,3,VIP (>36m)
0680-DFNNY,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,Yes,1,1,1,0,1,1,True,False,False,False,False,True,False,60660,902430,Yamoussoukro,Fibre-100Mbps,75000,1,Actif (6-18m)
7560-QRBXH,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,936.7,No,0,0,0,1,1,0,False,True,True,False,False,False,True,11970,562020,San-Pedro,Fibre-10Mbps,15000,5,VIP (>36m)
7077-XJMET,Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,No,0,1,1,0,1,1,False,False,False,False,False,True,False,44490,444840,Treichville,Fibre-50Mbps,40000,3,Actif (6-18m)
8752-GHJFU,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,6585.2,No,0,1,1,0,1,1,True,False,True,False,False,True,False,55200,3951120,Yopougon,Fibre-100Mbps,75000,5,VIP (>36m)
6896-SRVYQ,Male,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,3122.4,No,0,1,0,0,1,0,True,False,False,False,False,True,False,44310,1873440,Plateau,Fibre-50Mbps,40000,5,VIP (>36m)
7767-UXAGJ,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,Yes,1,1,0,0,1,1,False,False,False,False,False,True,False,30270,30270,Yopougon,Fibre-25Mbps,25000,1,Nouveau (<6m)
4652-ODEVH,Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,1088.25,No,0,1,1,1,1,0,False,True,False,True,False,False,True,14670,652950,Cocody,Fibre-10Mbps,15000,4,VIP (>36m)
6510-UPNKS,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,615.35,No,0,0,0,0,1,0,False,True,True,False,True,False,False,14880,369210,Marcory,Fibre-10Mbps,15000,4,Fidele (18-36m)
6718-BDGHG,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,2908.2,No,0,0,1,0,1,1,False,False,True,False,False,False,False,38910,1744920,Cocody,Fibre-50Mbps,40000,5,VIP (>36m)
9046-DQMTP,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,739.9,No,0,1,0,0,1,0,False,True,False,False,False,False,False,12450,443940,Yopougon,Fibre-10Mbps,15000,5,Fidele (18-36m)
6439-LAJXL,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,593.85,No,0,1,1,0,1,1,False,False,False,False,False,False,True,41370,356310,Yopougon,Fibre-50Mbps,40000,3,Actif (6-18m)
1571-SAVHK,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,Yes,1,1,0,0,1,1,True,False,False,False,False,False,True,59970,679650,Marcory,Fibre-100Mbps,75000,2,Actif (6-18m)
9052-VKDUW,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,No,0,0,1,0,1,1,True,False,False,False,True,False,False,65640,4336470,Cocody,Fibre-100Mbps,75000,3,VIP (>36m)
9546-CQJSU,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,Yes,1,0,0,0,1,1,True,False,False,False,False,True,False,54840,116160,Treichville,Fibre-100Mbps,75000,2,Nouveau (<6m)
1666-JZPZT,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,No,0,1,0,0,1,0,False,False,False,False,False,False,True,29400,774810,Plateau,Fibre-25Mbps,25000,5,Fidele (18-36m)
5777-KJIRB,Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,No,0,0,0,0,1,1,False,False,True,False,False,False,True,30150,1214130,Bouake,Fibre-25Mbps,25000,5,VIP (>36m)
0506-LVNGN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Yes,1,0,0,0,1,1,True,False,False,False,True,False,False,45330,209790,Treichville,Fibre-50Mbps,40000,2,Nouveau (<6m)
7677-SJJJK,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,No,0,1,1,1,1,0,False,True,True,False,True,False,False,11940,92370,Cocody,Fibre-10Mbps,15000,5,Actif (6-18m)
2480-EJWYP,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,5458.8,No,0,0,1,0,1,1,True,False,True,False,False,False,False,58680,3275280,Bouake,Fibre-100Mbps,75000,3,VIP (>36m)
3253-HKOKL,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,5244.45,No,0,0,1,1,1,0,True,False,True,False,False,True,False,60180,3146670,San-Pedro,Fibre-100Mbps,75000,4,VIP (>36m)
7055-HNEOJ,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,No,0,1,1,0,1,1,False,False,False,False,False,False,True,33480,92730,Bouake,Fibre-25Mbps,25000,5,Nouveau (<6m)
5514-YQENT,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,No,0,1,0,1,1,1,True,False,False,True,False,True,False,66690,2704290,Cocody,Fibre-100Mbps,75000,4,VIP (>36m)
3211-AAPKX,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,No,0,1,0,0,1,1,True,False,False,False,False,False,True,59130,1219170,Abidjan-Nord,Fibre-100Mbps,75000,5,Fidele (18-36m)
8445-DNBAE,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,No,0,1,0,1,1,1,False,False,False,False,False,True,False,30030,30030,San-Pedro,Fibre-25Mbps,25000,4,Nouveau (<6m)
2951-QOQTK,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,Yes,1,1,0,1,1,0,True,False,False,False,True,False,False,48480,199470,Yamoussoukro,Fibre-50Mbps,40000,1,Nouveau (<6m)
2958-NHPPS,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.85,473.9,No,0,1,0,0,1,0,False,True,False,False,False,True,False,12510,284340,Abidjan-Sud,Fibre-10Mbps,15000,5,Fidele (18-36m)
6806-YDEUL,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,106.8,No,0,0,0,0,1,0,False,True,False,False,False,False,False,11700,64080,Bouake,Fibre-10Mbps,15000,4,Nouveau (<6m)
1735-XMJVH,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,152.6,No,0,1,1,1,1,1,False,True,False,False,False,False,True,11610,91560,Yopougon,Fibre-10Mbps,15000,4,Actif (6-18m)
6890-PFRQX,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,No,0,1,0,0,1,0,False,False,False,False,False,False,True,41700,719640,Marcory,Fibre-50Mbps,40000,3,Actif (6-18m)
0222-CNVPT,Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,No,0,1,0,0,0,1,False,False,False,False,True,False,False,29280,1533030,Cocody,Fibre-25Mbps,25000,4,VIP (>36m)
5899-OUVKV,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,No,0,1,0,0,1,1,True,False,False,False,False,True,False,56700,1787520,Marcory,Fibre-100Mbps,75000,3,Fidele (18-36m)
8681-ICONS,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,654.85,No,0,1,1,1,1,1,False,True,False,False,False,False,True,12390,392910,Cocody,Fibre-10Mbps,15000,3,Fidele (18-36m)
1621-YNCJH,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,No,0,0,1,0,1,1,True,False,False,True,True,False,False,63630,2300640,Abidjan-Nord,Fibre-100Mbps,75000,4,Fidele (18-36m)
3473-XIIIT,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,Yes,1,0,1,0,1,1,True,False,False,False,False,True,False,60000,920850,San-Pedro,Fibre-100Mbps,75000,3,Actif (6-18m)
6362-QHAFM,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,No,0,1,1,0,1,1,True,False,True,False,False,True,False,64980,2751690,Marcory,Fibre-100Mbps,75000,5,VIP (>36m)
7893-IXHRQ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,Yes,1,1,0,0,1,0,False,True,False,False,False,True,False,12330,12330,Abidjan-Nord,Fibre-10Mbps,15000,2,Nouveau (<6m)
3070-BDOQC,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,5941.05,No,0,0,0,0,1,1,True,False,False,True,False,True,False,59790,3564630,Cocody,Fibre-100Mbps,75000,4,VIP (>36m)
2952-QAYZF,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,Yes,1,1,0,0,1,1,True,False,False,False,False,True,False,51180,254490,Abidjan-Sud,Fibre-100Mbps,75000,1,Nouveau (<6m)
6234-PFPXL,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,No,0,1,1,0,1,0,True,False,False,False,True,False,False,57540,1340970,San-Pedro,Fibre-100Mbps,75000,4,Fidele (18-36m)
9824-QCJPK,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,666.75,No,0,1,1,0,1,0,False,True,True,False,False,False,True,12000,400050,Yopougon,Fibre-10Mbps,15000,3,Fidele (18-36m)
4763-PGDPO,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,Yes,1,0,0,0,1,0,True,False,False,False,False,True,False,42240,168600,Yopougon,Fibre-50Mbps,40000,2,Nouveau (<6m)
4283-IVYCI,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,No,0,1,0,0,1,0,False,False,False,False,False,False,True,38970,328680,Abidjan-Sud,Fibre-50Mbps,40000,5,Actif (6-18m)
1866-OBPNR,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,No,0,1,1,1,1,0,True,False,False,False,True,False,False,44760,44760,Abidjan-Nord,Fibre-50Mbps,40000,5,Nouveau (<6m)
8205-MQUGY,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,No,0,1,1,1,1,1,False,False,False,False,False,True,False,29520,342690,Abidjan-Nord,Fibre-25Mbps,25000,4,Actif (6-18m)
8970-ANWXO,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,No,0,0,0,0,1,1,False,False,True,False,False,False,True,44250,1053960,Abidjan-Nord,Fibre-50Mbps,40000,5,Fidele (18-36m)
9480-BQJEI,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,No,0,1,0,0,1,1,True,False,True,False,False,False,False,55380,3438870,Marcory,Fibre-100Mbps,75000,5,VIP (>36m)
5394-SVGJV,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Yes,1,1,0,0,1,0,True,False,False,False,False,False,False,59280,2085330,Treichville,Fibre-100Mbps,75000,1,VIP (>36m)
6979-TNDEU,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,No,0,0,0,0,1,0,False,True,False,False,False,False,True,11520,94110,Abidjan-Sud,Fibre-10Mbps,15000,3,Actif (6-18m)
9777-WJJPR,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,2683.2,No,0,1,1,0,1,0,True,False,False,False,True,False,False,53190,1609920,Treichville,Fibre-100Mbps,75000,3,Fidele (18-36m)
9283-LZQOH,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Yes,1,1,1,1,1,1,True,False,False,False,True,False,False,44640,538050,Cocody,Fibre-50Mbps,40000,2,Actif (6-18m)
7079-QRCBC,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes,1,0,0,0,1,1,True,False,False,False,False,True,False,59250,1444380,Cocody,Fibre-100Mbps,75000,1,Fidele (18-36m)
9495-SKLKD,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,No,0,1,1,1,1,1,True,False,False,False,False,False,False,57570,2673990,Cocody,Fibre-100Mbps,75000,3,VIP (>36m)
